#sample,chr,startpos,endpos,BAF,pval,LogR,ntot,nMaj1_A,nMin1_A,frac1_A,nMaj2_A,nMin2_A,frac2_A,SDfrac_A,SDfrac_A_BS,frac1_A_0.025,frac1_A_0.975,frac1_A_corrected_for_purity,frac2_A_corrected_for_purity,,
A22-a,22,16052513,29300306,0.502532697,1,-0.396609221,2.010123598,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,22,29305061,31273284,0.634625754,1,0.078971811,2.989876377,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,22,31276915,51222766,0.500912811,1,-0.417726786,1.973663781,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,2699555,3295195,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,3295762,3295782,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,3296031,4360709,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,4360711,4361002,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,4361067,153826758,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,13001685,150249853,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,13003775,19505483,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,19518385,62244673,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,57378470,57378532,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,61686704,74014627,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,74016042,74016138,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,74019534,153749898,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-a,X,79716639,79717618,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,
A22-c,1,54676,8516282,0.813542518,1.13E-74,-0.528269066,1.687803521,1,0,0.379896922,2,0,0.620103078,0.017857701,0.018059709,0.344022903,0.413364396,0.256430422,0.418569578,,
A22-c,1,8524340,9658809,0.514582118,0.002793986,-2.061968378,0.02,0,0,0.971057845,1,0,0.028942155,0.009945168,0.010434878,0.949735867,0.990736953,0.655464045,0.019535955,,
A22-c,1,9661061,12847291,0.838386269,1,-0.365440838,2.016622667,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,12851566,12899057,0.507941596,1,-0.119453255,2.556340354,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,12911429,28431100,0.838422065,1,-0.391320717,1.972487679,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,28439813,35988627,0.622189014,1,0.066234915,3.039815567,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,35988858,36675482,0.521287159,0.006454861,0.071061877,3.053232081,2,1,0.202685987,2,2,0.797314013,0.070929701,0.068027835,0.07480717,0.339795484,0.136813041,0.538186959,,
A22-c,1,36681458,52606488,0.624573084,1,0.061090675,3.025566507,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,52609339,58992626,0.836623703,1,-0.376452186,1.992511164,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,58994741,64094780,0.757043686,1,-0.992339998,0.983307946,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,64105056,65062635,0.502236266,1,-0.383296885,1.968065019,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,65071910,65294703,0.7545332,1,-0.696075795,1.396683347,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,65299088,92390758,0.501546089,1,-0.378502713,1.97782282,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,92398969,112470215,0.635066131,1,0.028347193,2.936051401,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,112475224,113714823,0.835607045,1,-0.376008076,1.982913111,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,113715350,114141775,0.533507675,5.05E-17,0.306865453,3.766442757,2,1,0.311735784,2,2,0.688264216,0.032818476,0.033677729,0.245721257,0.376164458,0.210421654,0.464578346,,
A22-c,1,114146135,117867489,0.833272151,1,-0.361581719,2.012523258,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,117868790,118024957,0.619468657,1,0.003806648,2.870281152,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,118026778,118363223,0.840240464,1,-0.354479208,2.041146427,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,118429694,146963438,0.615225724,1.10E-08,0.053073144,3.003459752,2,1,0.929604027,2,2,0.070395973,0.01248882,0.012516439,0.904431669,0.953515314,0.627482718,0.047517282,,
A22-c,1,146970568,149672642,0.691326806,0.013216506,0.39454103,4.06280172,3,1,0.927154123,3,2,0.072845877,0.029711054,0.029388369,0.867789855,0.984311976,0.625829033,0.049170967,,
A22-c,1,149699446,205570406,0.566796649,0,0.607173012,4.860970963,2,2,0.234674986,3,2,0.765325014,0.004394711,0.004487284,0.226198231,0.243487802,0.158405616,0.516594384,,
A22-c,1,205570770,205631767,0.848295538,0.391707602,-0.441459916,1.91680163,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,1,205636334,207075171,0.520988716,1.95E-09,0.31475824,3.792390229,2,1,0.199958831,2,2,0.800041169,0.031024486,0.030307508,0.141400503,0.260275352,0.134972211,0.540027789,,
A22-c,1,207079615,249239130,0.837445331,1,-0.36766558,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,2,23368,210207493,0.5007912,1,-0.360228053,2.015316888,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,2,210207569,210262300,0.760452673,1,-1.017371021,0.964719997,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,2,210262554,210374669,0.510403666,0.175192085,-0.359144481,2.017555,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,2,210376206,210758852,0.744557081,0.365258506,-0.932287046,1.040238008,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,2,210829124,243072740,0.50049769,1,-0.369021331,1.997216456,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,3,61466,5913291,0.624240059,1,0.056334491,3.01243745,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,3,5914259,6002768,0.752125102,1,0.677658068,5.152597469,4,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,3,6003395,197872160,0.624026482,1,0.051656887,2.999567455,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,4,97884,25628002,0.619080644,1,0.029696161,2.939699262,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,4,25636766,25990186,0.741164718,0.022028559,-0.923499973,1.052479138,1,0,0.964263238,1,1,0.035736762,0.01580853,0.015840095,0.932179693,0.994135319,0.650877686,0.024122314,,
A22-c,4,25990457,26090375,0.499660468,1,-0.40390144,1.926494813,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,4,26090862,26231670,0.775905699,0.030763459,-1.00627046,1.005230209,1,0,1.053776006,1,1,-0.053776006,0.023740727,0.023770625,1.002835121,1.098340511,0.711298804,-0.036298804,,
A22-c,4,26233179,191042514,0.501060653,1,-0.357022081,2.02194368,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,5,12041,65665913,0.500988984,1,0.411428194,4.121981052,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,5,65686059,175055515,0.616254248,1,0.078438779,3.073823061,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,5,175058851,180704307,0.504657825,1,0.405954141,4.102721865,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,192157,2583834,0.75417094,1,-0.858392111,1.14554046,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,2584910,6454771,0.839218751,1,-0.369734188,2.011692031,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,6914906,11325777,0.522859303,1.00E-11,0.258825445,3.611536664,2,1,0.217000725,2,2,0.782999275,0.029765739,0.031175711,0.156928833,0.278045524,0.146475489,0.528524511,,
A22-c,6,11327021,12580740,0.607081588,1.90E-17,-0.050596574,2.728405401,1,1,0.192376402,2,1,0.807623598,0.021167258,0.021577003,0.14650545,0.230650325,0.129854071,0.545145929,,
A22-c,6,12622739,14038231,0.509177292,1,0.31634841,3.797635103,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,14044568,18345635,0.601816316,9.07E-69,-0.028456076,2.785499791,1,1,0.242242065,2,1,0.757757935,0.012617195,0.013020853,0.216464876,0.267784495,0.163513394,0.511486606,,
A22-c,6,18346792,21479514,0.516689808,2.99E-42,0.302844648,3.753278873,2,1,0.16032619,2,2,0.83967381,0.011200032,0.011109003,0.138871667,0.180774136,0.108220178,0.566779822,,
A22-c,6,21482225,24862135,0.834210235,1,-0.413395131,1.923281849,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,24864254,28111114,0.521854253,1.21E-44,0.291583089,3.716603858,2,1,0.207859451,2,2,0.792140549,0.01387654,0.013479383,0.182514359,0.233813436,0.140305129,0.534694871,,
A22-c,6,28111536,29841915,0.59831485,7.24E-72,-0.047102215,2.737358285,1,1,0.274679553,2,1,0.725320447,0.013726953,0.01404628,0.247022987,0.303459004,0.185408698,0.489591302,,
A22-c,6,29842016,32452176,0.531202793,5.63E-139,0.322698908,3.818638752,2,1,0.291552087,2,2,0.708447913,0.010576872,0.010275159,0.271587719,0.31104943,0.196797659,0.478202341,,
A22-c,6,32452361,32656608,0.634267231,1,0.36126192,3.948186731,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,32657020,37903273,0.524423481,1.16E-110,0.309668267,3.775640736,2,1,0.231157757,2,2,0.768842243,0.009582574,0.009560396,0.211921993,0.248670662,0.156031486,0.518968514,,
A22-c,6,37903660,41043148,0.821270354,8.88E-28,-0.507409774,1.737379283,1,0,0.268190664,2,0,0.731809336,0.022041075,0.021911432,0.224399524,0.311517653,0.181028698,0.493971302,,
A22-c,6,41070216,46001357,0.517882192,1.77E-32,0.325737728,3.828722103,2,1,0.171385002,2,2,0.828614998,0.013727242,0.013771743,0.144233028,0.199890331,0.115684876,0.559315124,,
A22-c,6,46004698,49125037,0.616581599,9.33E-92,0.778695942,5.596284233,3,2,0.490823296,4,2,0.509176704,0.021261673,0.020564785,0.451257193,0.532291335,0.331305725,0.343694275,,
A22-c,6,49125846,51856678,0.564607998,2.12E-49,0.58536035,4.77357178,2,2,0.263472659,3,2,0.736527341,0.016590412,0.016198898,0.231095306,0.295109633,0.177844045,0.497155955,,
A22-c,6,51860651,57106426,0.619471996,1,0.070490687,3.05164212,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,57107322,98815460,0.664639723,0,-0.031959381,2.776407257,2,0,0.229508033,2,1,0.770491967,0.002720958,0.002784597,0.224070034,0.235104826,0.154917922,0.520082078,,
A22-c,6,98823293,99913218,0.542028932,2.57E-22,-0.475217554,1.787111205,1,0,0.229785418,1,1,0.770214582,0.020509233,0.020692032,0.187997684,0.269221203,0.155105157,0.519894843,,
A22-c,6,99918660,104693827,0.663992133,3.03E-127,-0.061482966,2.70065203,2,0,0.225866337,2,1,0.774133663,0.008314169,0.008236589,0.209636309,0.241787739,0.152459777,0.522540223,,
A22-c,6,104694332,105352312,0.508064031,1,0.237763351,3.545231117,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,105353475,120926954,0.666688686,0,-0.032791009,2.774252076,2,0,0.240983695,2,1,0.759016305,0.004273274,0.004235922,0.232835993,0.249481235,0.162663994,0.512336006,,
A22-c,6,120929573,128514053,0.535014178,0,0.350902764,3.913045483,2,1,0.324834153,2,2,0.675165847,0.007468125,0.007632537,0.31022605,0.339791606,0.219263053,0.455736947,,
A22-c,6,128530307,138818837,0.83691942,1,-0.372934093,1.999400815,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,6,138820724,144997516,0.636390587,3.65E-19,0.010977312,2.889383442,2,0,0.063760078,2,1,0.936239922,0.00697452,0.007242634,0.04988228,0.077537488,0.043038053,0.631961947,,
A22-c,6,144997663,146083967,0.51016665,0.000436934,-0.368951085,1.997360617,1,0,0.059055778,1,1,0.940944222,0.016385581,0.016900933,0.024670002,0.08998853,0.03986265,0.63513735,,
A22-c,6,146086192,171050238,0.631642904,1,0.020901904,2.915979191,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,7,35489,159122682,0.611101825,0,0.084667548,3.091291452,2,1,0.902382468,2,2,0.097617532,0.001491796,0.001439912,0.899538672,0.905171532,0.609108166,0.065891834,,
A22-c,8,139793,47119836,0.838476653,1,-0.360930224,2.024683801,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,8,47120040,47378797,0.754012359,1.16E-08,-0.206261814,2.350796987,2,0,0.672089119,2,1,0.327910881,0.038984041,0.038962024,0.593117524,0.741638482,0.453660155,0.221339845,,
A22-c,8,47380591,132943816,0.611517723,0,0.101256607,3.138184551,2,1,0.905144429,2,2,0.094855571,0.002019243,0.002047989,0.901185972,0.909385545,0.61097249,0.06402751,,
A22-c,8,132943993,133324507,0.509059518,1,-0.302695613,2.136505558,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,8,133325922,139396801,0.611131809,1.85E-58,0.107880756,3.157060515,2,1,0.902581721,2,2,0.097418279,0.006115976,0.006171998,0.890620529,0.915302112,0.609242662,0.065757338,,
A22-c,8,139396948,146300622,0.509931295,1,-0.27169084,2.203847175,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,9,10469,141033723,0.506079232,1,0.254890365,3.599074999,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,9,141035407,141099663,0.84266382,1,-0.007259002,2.840988494,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,10,77582,28544793,0.817720817,1.36E-250,-0.545959499,1.669836367,1,0,0.320675524,2,0,0.679324476,0.008341426,0.00835023,0.304515744,0.337581645,0.216455979,0.458544021,,
A22-c,10,28560610,31937548,0.586208223,7.02E-142,-0.072018898,2.673990792,1,1,0.382604564,2,1,0.617395436,0.012926057,0.012500974,0.358437221,0.407818149,0.258258081,0.416741919,,
A22-c,10,31939485,34247084,0.819748432,1.69E-20,-0.553518234,1.663927853,1,0,0.290947554,2,0,0.709052446,0.027925986,0.02772561,0.236208597,0.343365564,0.196389599,0.478610401,,
A22-c,10,34247385,34498398,0.555260015,1.24E-07,0.018029506,2.908262967,1,1,0.631785068,2,1,0.368214932,0.071149443,0.070712409,0.480204232,0.756149752,0.426454921,0.248545079,,
A22-c,10,34512759,34894899,0.815911988,0.083177634,-0.73724853,1.399754828,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,10,34958841,37172229,0.587680938,1,0.342244643,3.8838676,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,10,37172244,38019644,0.502251596,1,0.190356701,3.399484763,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,10,38020337,39133033,0.578337297,1,0.366642078,3.966537578,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,10,39133889,66692350,0.520966663,0,0.222033149,3.496338516,2,1,0.199757186,2,2,0.800242814,0.004882869,0.004850569,0.190680101,0.209617254,0.134836101,0.540163899,,
A22-c,10,66694248,106409472,0.7342975,1.45E-243,-0.38186261,1.970980866,1,0,0.945566725,1,1,0.054433275,0.001655592,0.001727419,0.942275441,0.948851844,0.638257539,0.036742461,,
A22-c,10,106429530,109080434,0.613313007,7.24E-161,-0.958576634,1.004056484,1,0,0.54751266,1,1,0.45248734,0.013096595,0.01308874,0.520925141,0.57229293,0.369571046,0.305428955,,
A22-c,10,109080807,135498976,0.738783399,5.63E-156,-0.362261894,2.011120537,2,0,0.604242581,2,1,0.395757419,0.002688207,0.002669025,0.598962122,0.609364497,0.407863742,0.267136258,,
A22-c,11,131128,30327162,0.501491177,1,-0.355885831,2.024295862,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,11,30329232,30683687,0.759075603,1,-0.998419179,0.981078591,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,11,30685685,129624427,0.500857606,1,-0.355033975,2.026060527,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,11,129625118,134944160,0.620918626,1,0.085915284,3.094799764,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,12,75337,32159306,0.835105744,1,-0.399051785,1.949808528,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,12,32178196,32779690,0.536781346,1.28E-11,0.06060539,3.024224932,2,1,0.340105175,2,2,0.659894825,0.04505251,0.04668977,0.244642031,0.427932392,0.229570993,0.445429007,,
A22-c,12,32779938,34828307,0.836446011,1,-0.363378787,2.008818606,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,12,37857819,71990855,0.623632656,1,0.046409061,2.985178129,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,12,71994530,104010020,0.50056823,1,0.372289883,3.985875095,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,12,104010660,108950947,0.615130065,4.74E-18,0.072731175,3.057882343,2,1,0.928976724,2,2,0.071023276,0.008301917,0.008380035,0.912808949,0.945559751,0.627059289,0.047940711,,
A22-c,12,108951515,123120753,0.561038641,1.62E-198,0.576636112,4.7389837,2,2,0.309821216,3,2,0.690178784,0.009483516,0.009125076,0.291375205,0.327100743,0.209129321,0.465870679,,
A22-c,12,123162566,126256711,0.503518842,1,0.388303994,4.04111924,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,12,126296990,129210149,0.619557255,1,0.0342532,2.952047605,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,12,129211019,133839206,0.563328057,7.38E-68,0.482962698,4.380492457,2,2,0.280179991,3,2,0.719820009,0.015080084,0.014940861,0.248426906,0.308481362,0.189121494,0.485878506,,
A22-c,13,19020917,31774060,0.536887677,0,-0.229993197,2.29672586,1,1,0.76395677,2,1,0.23604323,0.005426156,0.005486518,0.753960622,0.774726177,0.51567082,0.15932918,,
A22-c,13,31775774,49663440,0.757184733,1,-0.983815329,0.992203647,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,13,49663915,87408123,0.536238303,0,-0.242866078,2.267765417,1,1,0.768436797,2,1,0.231563203,0.003505493,0.003356185,0.761949529,0.775156574,0.518694838,0.156305162,,
A22-c,13,87408479,91859820,0.607850299,2.46E-51,-0.385292739,1.964012314,1,0,0.525800864,1,1,0.474199136,0.004803644,0.00484891,0.515566529,0.535260417,0.354915583,0.320084417,,
A22-c,13,91963232,104183257,0.537049806,0,-0.227369116,2.302661092,1,1,0.762836284,2,1,0.237163716,0.005843291,0.005849399,0.751637697,0.773965564,0.514914492,0.160085508,,
A22-c,13,104186448,115109852,0.600352832,1.46E-214,-0.020970185,2.805002953,1,1,0.255868879,2,1,0.744131121,0.007451744,0.007760572,0.240962647,0.270789663,0.172711493,0.502288507,,
A22-c,14,19083154,63428362,0.622098119,1,0.044966508,2.981231868,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,14,63428777,107289436,0.58745434,0,-0.082157974,2.648516991,1,1,0.371788447,2,1,0.628211553,0.004146615,0.004100681,0.36369951,0.380073404,0.250957202,0.424042798,,
A22-c,15,20001861,33464534,0.505246483,1,0.33893014,3.872743984,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,15,33478072,34037408,0.832112552,1,-0.382968762,1.96873183,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,15,34037447,102505693,0.618090932,1,0.031862108,2.94556353,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,16,60816,32014527,0.906047742,1,0.535502824,4.578695286,4,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,16,32028650,51556766,0.835503254,3.11E-107,0.250761491,3.586036118,3,0,0.796228226,3,1,0.203771774,0.009246417,0.00941526,0.776861199,0.814063868,0.537454053,0.137545947,,
A22-c,16,51558717,90292766,0.759836101,1,-0.927450859,1.046965996,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,17,828,2354406,0.500289629,1,-0.356641013,2.022732331,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,17,2354651,7555668,0.87179979,1,0.090749988,3.108422406,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,17,7579801,8283379,0.75772244,1,-0.976105591,1.00109294,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,17,8283486,17234181,0.625765214,1,0.06015032,3.022967299,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,17,17245906,19956856,0.844216767,1,-0.313329156,2.126088857,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,17,19962412,79998834,0.625811883,1,0.070922817,3.052844938,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,18,12007,18545353,0.62680538,1,-0.130786779,2.528797965,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,18,18549437,53784319,0.57492212,0,-0.215590149,2.329436545,1,1,0.477678227,2,1,0.522321773,0.004269278,0.004178322,0.469592538,0.485419935,0.322432803,0.352567197,,
A22-c,18,53784645,57974920,0.52891811,2.81E-75,-0.061721278,2.700046825,1,1,0.818084344,2,1,0.181915656,0.010189887,0.010158762,0.797614119,0.837212176,0.552206932,0.122793068,,
A22-c,18,58022624,68658738,0.580965203,0,-0.215439574,2.329780244,1,1,0.427408498,2,1,0.572591502,0.006919823,0.006851433,0.413097094,0.439961588,0.288500736,0.386499264,,
A22-c,18,68666474,78002730,0.527357682,4.14E-195,-0.074701642,2.667233137,1,1,0.828468746,2,1,0.171531254,0.005924461,0.006298054,0.816111536,0.841113391,0.559216404,0.115783596,,
A22-c,19,107958,24512098,0.61017611,4.30E-122,0.010903734,2.889186951,1,1,0.162440706,2,1,0.837559294,0.006569334,0.006619876,0.150298925,0.175125424,0.109647477,0.565352523,,
A22-c,19,24526726,59118148,0.503421715,1,-0.323735196,2.091625423,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,20,68749,29425717,0.756106509,1,-0.903749804,1.080266424,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,20,29429945,62955706,0.62537341,1,0.06551619,3.037821712,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,21,9412503,14474643,0.657246354,0.238715668,-0.183056063,2.40453759,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,21,14532932,18817528,0.521459473,1.51E-60,0.287463378,3.703258737,2,1,0.20425915,2,2,0.79574085,0.011659685,0.011602383,0.179777851,0.226024757,0.137874926,0.537125074,,
A22-c,21,18820756,25431181,0.835973789,1,-0.394690808,1.959664065,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,21,25439649,41610796,0.524458659,0,0.291343992,3.7158283,2,1,0.23147517,2,2,0.76852483,0.005400804,0.005435406,0.220365269,0.24224755,0.15624574,0.51875426,,
A22-c,21,41611578,41787939,0.834141279,1,-0.377165952,1.980549378,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,21,41789960,42251261,0.499975869,1,0.39597172,4.06778861,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,21,42261858,45079245,0.862775643,3.81E-25,-0.127720817,2.547708905,2,0,0.452976608,3,0,0.547023392,0.038285602,0.039103746,0.379347781,0.531424622,0.30575921,0.36924079,,
A22-c,21,45082365,48101335,0.572228152,2.75E-15,0.61211,4.880936593,2,2,0.161935705,3,2,0.838064295,0.019809564,0.019942029,0.122637797,0.198917023,0.109306601,0.565693399,,
A22-c,22,16052513,51222766,0.502597283,1,-0.35344319,2.029358715,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,2699555,149249952,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,8989306,8989668,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,8991171,69749853,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,15750544,150998595,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,20338339,67437222,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,25000842,137497562,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,26500337,96998560,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,32270840,32270902,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,43506535,154903937,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,57378410,57378532,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,58494161,61857306,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,65323300,124858536,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,67437799,83133504,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-c,X,88160227,88160335,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.675,NA,,
A22-d,1,54676,821926,0.496163438,1,-0.543209023,1.946639607,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.772,NA,,
A22-d,1,863521,8505058,0.877293266,1,-0.573901292,1.893209552,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.772,NA,,
A22-d,1,8510577,9658809,0.547163667,3.94E-13,-2.741046624,0.016893326,0,0,0.938377766,1,0,0.061622234,0.009235799,0.009395563,0.919386342,0.955606195,0.724427635,0.047572365,,
